Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;29431;"Quarterly Journal of Economics";journal;"00335533, 15314650";36,220;Q1;246;30;123;1909;2020;119;12,65;63,63;United Kingdom;Western Europe;"Oxford University Press";"1886-2020";"Economics and Econometrics (Q1)"
2;24404;"Journal of Political Economy";journal;"00223808, 1537534X";21,239;Q1;179;79;185;4192;1269;145;7,34;53,06;United States;Northern America;"University of Chicago";"1969, 1973-1974, 1979-1985, 1987-2020";"Economics and Econometrics (Q1)"
3;17500;"Journal of Finance";journal;"00221082, 15406261";17,134;Q1;285;78;206;4022;1689;205;7,59;51,56;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1946-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
4;19482;"Econometrica";journal;"00129682, 14680262";14,563;Q1;179;61;186;2964;949;169;4,68;48,59;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1974, 1977-1984, 1990-1991, 1994-2020";"Economics and Econometrics (Q1)"
5;24202;"Review of Economic Studies";journal;"00346527, 1467937X";14,235;Q1;133;78;162;4166;854;158;4,74;53,41;United Kingdom;Western Europe;"Oxford University Press";"1933-1974, 1976-2020";"Economics and Econometrics (Q1)"
6;22697;"American Economic Review";journal;"00028282";13,773;Q1;277;117;647;6290;4034;630;5,87;53,76;United States;Northern America;"American Economic Association";"1978-2020";"Economics and Econometrics (Q1)"
7;16161;"Review of Financial Studies";journal;"14657368, 08939454";12,837;Q1;174;96;335;5329;2131;320;5,42;55,51;United Kingdom;Western Europe;"Oxford University Press";"1996-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
8;24379;"Journal of Financial Economics";journal;"0304405X";11,999;Q1;240;148;360;7552;2726;357;6,79;51,03;Netherlands;Western Europe;"Elsevier";"1974-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1); Strategy and Management (Q1)"
9;20246;"Journal of Labor Economics";journal;"0734306X, 15375307";11,572;Q1;102;50;128;2147;641;121;3,51;42,94;United States;Northern America;"University of Chicago";"1985-1989, 1991, 1993, 1995-2020";"Economics and Econometrics (Q1); Industrial Relations (Q1)"
10;27165;"Journal of Economic Literature";journal;"00220515";9,677;Q1;153;21;97;2615;682;96;6,97;124,52;United States;Northern America;"American Economic Association";"1981, 1984, 1986, 1996-2019";"Economics and Econometrics (Q1)"
11;28980;"Journal of Economic Perspectives";journal;"08953309";8,761;Q1;185;45;144;2710;1598;140;12,00;60,22;United States;Northern America;"American Economic Association";"1992-1994, 1996-2019";"Economics and Econometrics (Q1)"
12;22951;"Journal of Marketing";journal;"15477185, 00222429";8,626;Q1;233;49;147;3653;1756;143;6,76;74,55;United States;Northern America;"American Marketing Association";"1969, 1971, 1973, 1977, 1979-1981, 1996-2020";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
13;19700200701;"Annual Review of Economics";journal;"19411383, 19411391";7,907;Q1;46;35;66;3653;384;66;3,91;104,37;United States;Northern America;"Annual Reviews Inc.";"2010-2019";"Economics and Econometrics (Q1)"
14;22899;"Journal of Consumer Research";journal;"00935301, 15375277";7,595;Q1;167;47;189;3376;1270;180;6,83;71,83;United Kingdom;Western Europe;"Oxford University Press";"1977-1978, 1984, 1996-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
15;24204;"Review of Economics and Statistics";journal;"00346535, 15309142";7,538;Q1;153;55;205;2283;1061;205;4,80;41,51;United States;Northern America;"MIT Press Journals";"1978-2020";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
16;22961;"Journal of Marketing Research";journal;"00222437, 15477193";7,325;Q1;159;10;182;613;1319;180;6,25;61,30;United States;Northern America;"American Marketing Association";"1968, 1996-2019";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
17;28418;"Brookings Papers on Economic Activity";journal;"00072303, 15334465";7,172;Q1;80;6;45;428;286;43;7,69;71,33;United States;Northern America;"Brookings Institution Press";"1990, 1992, 1996-2019";"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)"
18;23714;"Marketing Science";journal;"07322399, 1526548X";7,172;Q1;120;52;162;2220;697;155;3,44;42,69;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1996-2020";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
19;29857;"Journal of Accounting Research";journal;"1475679X, 00218456";6,996;Q1;132;32;100;2263;650;98;4,41;70,72;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1996-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
20;28978;"Journal of Economic Growth";journal;"15737020, 13814338";6,666;Q1;80;12;39;790;294;39;3,15;65,83;Netherlands;Western Europe;"Springer New York";"1996-2020";"Economics and Econometrics (Q1)"
21;29838;"Journal of Accounting and Economics";journal;"01654101";5,821;Q1;143;48;135;2824;765;134;4,45;58,83;Netherlands;Western Europe;"Elsevier";"1979-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
22;17555;"Journal of Monetary Economics";journal;"03043932";5,474;Q1;121;168;184;6129;619;164;3,35;36,48;Netherlands;Western Europe;"Elsevier";"1975-2020";"Economics and Econometrics (Q1); Finance (Q1)"
23;23011;"Economic Journal";journal;"14680297, 00130133";5,453;Q1;153;109;341;5791;1230;333;3,06;53,13;United States;Northern America;"Wiley-Blackwell";"1973, 1979-1986, 1988-2020";"Economics and Econometrics (Q1)"
24;28096;"Accounting Review";journal;"00014826";5,446;Q1;143;77;223;4437;1221;218;4,36;57,62;United States;Northern America;"American Accounting Association";"1996-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
25;24385;"Journal of the Academy of Marketing Science";journal;"00920703, 15527824";5,309;Q1;159;94;171;7972;1912;136;11,42;84,81;United States;Northern America;"Springer New York";"1973-2020";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
26;21100926579;"Review of Corporate Finance Studies";journal;"20469136, 20469128";5,181;Q1;12;11;27;618;60;22;1,80;56,18;United States;Northern America;"Oxford University Press";"2012-2020";"Business and International Management (Q1); Economics and Econometrics (Q1); Finance (Q1)"
27;24392;"Journal of International Business Studies";journal;"00472506, 14786990";4,994;Q1;184;94;185;9683;1781;168;10,28;103,01;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1996-2020";"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
28;11600153422;"Review of Environmental Economics and Policy";journal;"17506824, 17506816";4,923;Q1;48;23;67;1314;465;59;6,73;57,13;United States;Northern America;"Oxford University Press";"2008-2019";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
29;24870;"Journal of Human Resources";journal;"15488004, 0022166X";4,777;Q1;98;16;96;734;386;96;3,27;45,88;United States;Northern America;"University of Wisconsin Press";"1976-1982, 1990, 1992-2019";"Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
30;28996;"Journal of Financial Intermediation";journal;"10960473, 10429573";4,747;Q1;72;45;82;1782;345;79;3,82;39,60;United States;Northern America;"Academic Press Inc.";"1990-2020";"Economics and Econometrics (Q1); Finance (Q1)"
31;21100861110;"Journal of the Association of Environmental and Resource Economists";journal;"23335963, 23335955";4,310;Q1;16;29;96;1452;471;94;5,32;50,07;United States;Northern America;"University of Chicago Press";"2015-2020";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1)"
32;21100255526;"Quantitative Economics";journal;"17597323, 17597331";4,126;Q1;23;47;97;2364;164;97;1,44;50,30;United States;Northern America;"Wiley-Blackwell";"2010-2020";"Economics and Econometrics (Q1)"
33;19700200702;"Annual Review of Financial Economics";journal;"19411367, 19411375";3,920;Q1;27;12;47;914;117;47;2,20;76,17;United States;Northern America;"Annual Reviews Inc.";"2010-2019";"Economics and Econometrics (Q1); Finance (Q1)"
34;29009;"Journal of Public Economics";journal;"00472727";3,917;Q1;134;102;350;4662;954;347;2,51;45,71;Netherlands;Western Europe;"Elsevier";"1972-2020";"Economics and Econometrics (Q1); Finance (Q1)"
35;20022;"Economic Policy";journal;"02664658, 14680327";3,916;Q1;71;3;57;164;259;46;5,70;54,67;United Kingdom;Western Europe;"Oxford University Press";"1988-2019";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
36;18034;"World Bank Research Observer";journal;"15646971, 02573032";3,834;Q1;61;10;26;908;128;26;4,38;90,80;United Kingdom;Western Europe;"Oxford University Press";"1986-2019";"Development (Q1); Economics and Econometrics (Q1)"
37;28092;"Economic Geography";journal;"00130095";3,790;Q1;79;22;66;1565;460;59;7,40;71,14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1972, 1974, 1978-1985, 1987-2020";"Economics and Econometrics (Q1); Geography, Planning and Development (Q1)"
38;26259;"Review of Economic Dynamics";journal;"10966099, 10942025";3,777;Q1;59;59;140;2534;308;139;2,01;42,95;United States;Northern America;"Academic Press Inc.";"1998-2020";"Economics and Econometrics (Q1)"
39;24393;"Journal of International Economics";journal;"00221996";3,774;Q1;128;79;280;3834;924;278;2,66;48,53;Netherlands;Western Europe;"Elsevier";"1971-2020";"Economics and Econometrics (Q1); Finance (Q1)"
40;16160;"Review of Finance";journal;"1573692X, 15723097";3,647;Q1;53;26;192;1206;616;191;3,60;46,38;United Kingdom;Western Europe;"Oxford University Press";"2001-2002, 2004-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
41;14834;"Journal of Development Economics";journal;"03043878";3,585;Q1;133;89;277;4631;1056;272;3,09;52,03;Netherlands;Western Europe;"Elsevier";"1974-2020";"Development (Q1); Economics and Econometrics (Q1)"
42;100147318;"Entrepreneurship: Theory and Practice";journal;"10422587, 15406520";3,566;Q1;140;86;138;7804;1500;122;16,35;90,74;United States;Northern America;"Wiley-Blackwell";"2004-2020";"Business and International Management (Q1); Economics and Econometrics (Q1)"
43;80370;"Journal of Financial and Quantitative Analysis";journal;"00221090, 17566916";3,503;Q1;110;141;267;5306;878;257;3,17;37,63;United Kingdom;Western Europe;"Cambridge University Press";"1966-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
44;23672;"RAND Journal of Economics";journal;"17562171, 07416261";3,496;Q1;103;36;118;1535;252;118;1,80;42,64;United States;Northern America;"Wiley-Blackwell";"1984-1985, 1987, 1989, 1991-2020";"Economics and Econometrics (Q1)"
45;14122;"Economic Development and Cultural Change";journal;"00130079, 15392988";3,483;Q1;67;34;76;1562;168;74;1,86;45,94;United States;Northern America;"University of Chicago";"1978-1979, 1982-2020";"Development (Q1); Economics and Econometrics (Q1)"
46;28973;"Journal of Econometrics";journal;"03044076";3,313;Q1;148;182;407;7892;1106;397;1,92;43,36;Netherlands;Western Europe;"Elsevier BV";"1973-2020";"Applied Mathematics (Q1); Economics and Econometrics (Q1); History and Philosophy of Science (Q1)"
47;21100217630;"Strategic Entrepreneurship Journal";journal;"19324391, 1932443X";3,245;Q1;38;28;72;2614;540;68;8,76;93,36;United States;Northern America;"John Wiley and Sons Inc.";"2011-2020";"Business and International Management (Q1); Economics and Econometrics (Q1); Strategy and Management (Q1)"
48;21100203106;"Foundations and Trends in Finance";journal;"15672409, 15672395";3,116;Q1;18;0;3;0;21;3;7,00;0,00;United States;Northern America;"Now Publishers Inc";"2005-2015, 2017";"Economics and Econometrics (Q1); Finance (Q1)"
49;27162;"Journal of Business and Economic Statistics";journal;"07350015, 15372707";3,040;Q1;93;127;171;5048;457;140;2,67;39,75;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
50;28981;"Journal of Economic Theory";journal;"10957235, 00220531";2,940;Q1;94;114;350;4258;552;347;1,39;37,35;United States;Northern America;"Academic Press Inc.";"1969-2020";"Economics and Econometrics (Q1)"
51;4700152266;"Econometrics Journal";journal;"13684221";2,926;Q1;33;17;56;472;152;52;2,78;27,76;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2006-2019";"Economics and Econometrics (Q1)"
52;20048;"Economica";journal;"00130427, 14680335";2,842;Q1;62;39;96;1503;194;96;1,67;38,54;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1937, 1958, 1962, 1974-1976, 1978, 1980-2020";"Economics and Econometrics (Q1)"
53;23666;"International Economic Review";journal;"14682354, 00206598";2,539;Q1;82;67;181;2843;314;180;1,76;42,43;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1979-1985, 1988-2020";"Economics and Econometrics (Q1)"
54;20749;"European Economic Review";journal;"00142921";2,421;Q1;122;144;417;7415;1116;411;2,14;51,49;Netherlands;Western Europe;"Elsevier";"1969-2020";"Economics and Econometrics (Q1); Finance (Q1)"
55;29374;"Energy Economics";journal;"01409883, 18736181";2,409;Q1;136;220;979;11624;6123;970;5,97;52,84;Netherlands;Western Europe;"Elsevier";"1979-2019";"Economics and Econometrics (Q1); Energy (miscellaneous) (Q1)"
56;17557;"Journal of Money, Credit and Banking";journal;"15384616, 00222879";2,403;Q1;102;116;183;4930;491;180;1,74;42,50;United States;Northern America;"Wiley-Blackwell";"1996-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
57;23352;"Journal of Environmental Economics and Management";journal;"10960449, 00950696";2,393;Q1;111;93;257;4480;1015;253;3,67;48,17;United States;Northern America;"Academic Press Inc.";"1974-2020";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
58;19165;"International Journal of Production Economics";journal;"09255273";2,379;Q1;172;365;879;22647;6779;861;7,02;62,05;Netherlands;Western Europe;"Elsevier";"1991-2020";"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1)"
59;28964;"Journal of Applied Econometrics";journal;"10991255, 08837252";2,379;Q1;92;73;215;2722;601;214;2,36;37,29;United States;Northern America;"John Wiley and Sons Ltd";"1986-2020";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
60;24406;"Journal of Urban Economics";journal;"10959068, 00941190";2,356;Q1;102;44;156;2088;543;156;3,50;47,45;United States;Northern America;"Academic Press Inc.";"1974-2020";"Economics and Econometrics (Q1); Urban Studies (Q1)"
61;18173;"Mathematical Finance";journal;"09601627, 14679965";2,338;Q1;72;40;104;1489;291;104;2,36;37,23;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1991-2020";"Accounting (Q1); Applied Mathematics (Q1); Economics and Econometrics (Q1); Finance (Q1); Social Sciences (miscellaneous) (Q1)"
62;14194;"Games and Economic Behavior";journal;"10902473, 08998256";2,334;Q1;91;172;418;6120;597;413;1,38;35,58;United States;Northern America;"Academic Press Inc.";"1989-2020";"Economics and Econometrics (Q1); Finance (Q1)"
63;19800188032;"MIS Quarterly Executive";journal;"15401979, 15401960";2,315;Q1;34;20;87;287;360;63;5,50;14,35;United States;Northern America;"Indiana University Press";"2010-2019";"Economics and Econometrics (Q1)"
64;30060;"World Development";journal;"0305750X, 18735991";2,223;Q1;164;277;860;19420;4316;845;4,54;70,11;United Kingdom;Western Europe;"Elsevier BV";"1973-2020";"Development (Q1); Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)"
65;18400156711;"Cambridge Journal of Regions, Economy and Society";journal;"17521386, 17521378";2,217;Q1;48;26;96;1343;484;86;6,26;51,65;United Kingdom;Western Europe;"Oxford University Press";"2008-2019";"Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)"
66;26424;"Resources, Conservation and Recycling";journal;"18790658, 09213449";2,215;Q1;119;464;855;27831;7538;836;8,98;59,98;Netherlands;Western Europe;"Elsevier";"1988-2020";"Economics and Econometrics (Q1); Waste Management and Disposal (Q1)"
67;29113;"Contemporary Accounting Research";journal;"08239150";2,207;Q1;90;87;214;5626;735;213;2,47;64,67;United States;Northern America;"Wiley-Blackwell";"1984-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
68;22750;"Journal of Economic Geography";journal;"14682702, 14682710";2,192;Q1;96;43;137;3041;609;133;3,83;70,72;United Kingdom;Western Europe;"Oxford University Press";"2001-2020";"Economics and Econometrics (Q1); Geography, Planning and Development (Q1)"
69;22944;"Journal of International Marketing";journal;"15477215, 1069031X";2,190;Q1;82;23;52;2078;343;52;5,69;90,35;United States;Northern America;"American Marketing Association";"1996-2020";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
70;35048;"Food Policy";journal;"03069192";2,189;Q1;95;114;306;6163;1556;303;4,59;54,06;United Kingdom;Western Europe;"Elsevier BV";"1975-2020";"Development (Q1); Economics and Econometrics (Q1); Food Science (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)"
71;23930;"Conflict Management and Peace Science";journal;"07388942, 15499219";2,177;Q1;39;51;99;2999;203;86;2,29;58,80;United States;Northern America;"SAGE Publications Inc.";"1973, 1975-1986, 1988-1996, 1998-2020";"Economics and Econometrics (Q1); Political Science and International Relations (Q1)"
72;29011;"Journal of Risk and Uncertainty";journal;"15730476, 08955646";2,064;Q1;68;24;65;1038;148;65;1,93;43,25;Netherlands;Western Europe;"Springer Netherlands";"1988-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
73;28464;"Econometric Theory";journal;"02664666, 14694360";2,039;Q1;66;34;116;1239;158;109;1,36;36,44;United Kingdom;Western Europe;"Cambridge University Press";"1985-2020";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
74;27365;"World Bank Economic Review";journal;"1564698X, 02586770";1,991;Q1;85;37;124;1421;244;109;2,08;38,41;United Kingdom;Western Europe;"Oxford University Press";"1986-2020";"Accounting (Q1); Development (Q1); Economics and Econometrics (Q1); Finance (Q1)"
75;23859;"Journal of Business Ethics";journal;"15730697, 01674544";1,972;Q1;168;712;1176;63008;6626;1061;5,64;88,49;Netherlands;Western Europe;"Springer Netherlands";"1982-2020";"Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Law (Q1)"
76;29104;"Small Business Economics";journal;"15730913, 0921898X";1,929;Q1;120;263;306;20501;2030;294;6,33;77,95;Netherlands;Western Europe;"Springer Netherlands";"1989-2020";"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)"
77;22717;"Business Ethics Quarterly";journal;"1052150X";1,901;Q1;70;20;68;1350;281;61;3,28;67,50;United Kingdom;Western Europe;"Cambridge University Press";"1993, 1996-2020";"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Philosophy (Q1)"
78;28979;"Journal of Economic History";journal;"14716372, 00220507";1,884;Q1;57;37;104;2473;168;97;1,66;66,84;United Kingdom;Western Europe;"Cambridge University Press";"1941-2020";"Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1)"
79;19700200703;"Annual Review of Resource Economics";journal;"19411359, 19411340";1,853;Q1;30;25;72;2750;241;70;3,19;110,00;United States;Northern America;"Annual Reviews Inc.";"2010-2019";"Economics and Econometrics (Q1)"
80;69623;"American Journal of Agricultural Economics";journal;"14678276, 00029092";1,848;Q1;104;80;238;3595;721;226;3,15;44,94;United Kingdom;Western Europe;"Oxford University Press";"1919-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Economics and Econometrics (Q1)"
81;26261;"Review of International Political Economy";journal;"09692290, 14664526";1,823;Q1;66;99;120;8854;479;109;3,40;89,43;United Kingdom;Western Europe;"Routledge";"1994-2020";"Economics and Econometrics (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
82;28561;"Auditing";journal;"15587991, 02780380";1,822;Q1;70;39;112;2781;305;107;2,33;71,31;United States;Northern America;"American Accounting Association";"1996-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
83;26878;"Journal of Population Economics";journal;"14321475, 09331433";1,821;Q1;68;42;124;2332;289;119;2,15;55,52;Germany;Western Europe;"Springer New York";"1988-2020";"Demography (Q1); Economics and Econometrics (Q1)"
84;19692;"Economics of Education Review";journal;"02727757";1,819;Q1;80;91;258;3939;554;255;1,67;43,29;United Kingdom;Western Europe;"Elsevier Ltd.";"1981-1982, 1984-2020";"Economics and Econometrics (Q1); Education (Q1)"
85;23411;"Journal of Industrial Ecology";journal;"10881980, 15309290";1,808;Q1;95;142;356;8616;2039;310;7,21;60,68;United States;Northern America;"Wiley-Blackwell";"1997-2020";"Economics and Econometrics (Q1); Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
86;19251;"Work, Employment and Society";journal;"09500170";1,808;Q1;75;101;182;4927;736;169;4,30;48,78;United States;Northern America;"SAGE Publications Ltd";"1987-2020";"Accounting (Q1); Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)"
87;4700152638;"Review of International Organizations";journal;"1559744X, 15597431";1,807;Q1;31;47;68;3393;217;59;3,93;72,19;Germany;Western Europe;"Springer New York";"2006-2020";"Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1)"
88;24353;"Journal of Economic Surveys";journal;"14676419, 09500804";1,806;Q1;87;64;153;6301;640;153;3,78;98,45;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2020";"Economics and Econometrics (Q1)"
89;23715;"Science Technology and Human Values";journal;"01622439, 15528251";1,765;Q1;68;68;136;3670;545;125;2,79;53,97;United States;Northern America;"SAGE Publications Inc.";"1976-2020";"Anthropology (Q1); Economics and Econometrics (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
90;19600161806;"Journal of Family Business Strategy";journal;"18778585";1,762;Q1;38;43;75;3482;407;63;5,45;80,98;United Kingdom;Western Europe;"Elsevier Ltd.";"2010-2020";"Economics and Econometrics (Q1); Strategy and Management (Q1)"
91;20290;"Ecological Economics";journal;"09218009";1,719;Q1;189;325;910;21686;4548;877;4,86;66,73;Netherlands;Western Europe;"Elsevier";"1989-2020";"Economics and Econometrics (Q1); Environmental Science (miscellaneous) (Q1)"
92;28528;"Explorations in Economic History";journal;"00144983";1,699;Q1;41;24;84;1561;129;83;1,52;65,04;United States;Northern America;"Academic Press Inc.";"1969-2020";"Economics and Econometrics (Q1); History (Q1)"
93;18617;"Journal of Risk and Insurance";journal;"15396975, 00224367";1,627;Q1;60;59;123;2694;295;118;2,07;45,66;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-1979, 1996-2020";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
94;25654;"Post-Soviet Affairs";journal;"1060586X";1,625;Q1;42;30;82;1835;226;72;2,80;61,17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2020";"Economics and Econometrics (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
95;19875;"Journal of Common Market Studies";journal;"14685965, 00219886";1,621;Q1;85;119;306;6058;984;300;3,04;50,91;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1962-2020";"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Political Science and International Relations (Q1)"
96;17493;"Internet Research";journal;"10662243";1,607;Q1;80;104;180;8769;1213;179;6,60;84,32;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1991-2020";"Communication (Q1); Economics and Econometrics (Q1); Sociology and Political Science (Q1)"
97;17500155110;"Foundations and Trends in Entrepreneurship";journal;"15513114, 15513122";1,605;Q1;29;3;16;521;84;16;6,70;173,67;United States;Northern America;"Now Publishers Inc";"2005-2020";"Business and International Management (Q1); Economics and Econometrics (Q1)"
98;16220;"Journal of Law and Economics";journal;"15375285, 00222186";1,575;Q1;77;24;81;1220;128;78;1,06;50,83;United States;Northern America;"University of Chicago";"1978-1989, 1996-2019";"Economics and Econometrics (Q1); Law (Q1)"
99;17496;"Journal of Corporate Finance";journal;"09291199";1,566;Q1;91;119;425;7758;1710;410;3,29;65,19;Netherlands;Western Europe;"Elsevier";"1994-2020";"Business and International Management (Q1); Economics and Econometrics (Q1); Finance (Q1); Strategy and Management (Q1)"
100;13530;"Journal of the Royal Statistical Society. Series A, (Statistics in Society)";journal;"09641998, 1467985X";1,529;Q1;77;73;155;3282;426;146;2,53;44,96;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1988-2020";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
101;19700176401;"Applied Economic Perspectives and Policy";journal;"20405804, 20405790";1,528;Q1;46;26;82;982;232;82;3,02;37,77;United Kingdom;Western Europe;"Oxford University Press";"2010-2020";"Development (Q1); Economics and Econometrics (Q1)"
102;28488;"Economic Theory";journal;"14320479, 09382259";1,517;Q1;55;134;208;4939;244;199;1,13;36,86;Germany;Western Europe;"Springer New York";"1991-2020";"Economics and Econometrics (Q1)"
103;21100926577;"Review of Asset Pricing Studies";journal;"20459920, 20459939";1,512;Q1;16;5;27;251;36;27;1,16;50,20;United States;Northern America;"Oxford University Press";"2011-2019";"Economics and Econometrics (Q1); Finance (Q1)"
104;17533;"Journal of International Money and Finance";journal;"02615606";1,510;Q1;91;145;344;6019;985;335;2,58;41,51;United Kingdom;Western Europe;"Elsevier BV";"1982-2020";"Economics and Econometrics (Q1); Finance (Q1)"
105;19400157006;"Judgment and Decision Making";journal;"19302975";1,499;Q1;51;65;156;2794;464;156;2,43;42,98;United States;Northern America;"Society for Judgment and Decision Making";"2008-2020";"Applied Psychology (Q1); Decision Sciences (miscellaneous) (Q1); Economics and Econometrics (Q1)"
106;27614;"Resources and Energy Economics";journal;"09287655";1,488;Q1;67;40;122;2042;296;122;1,91;51,05;Netherlands;Western Europe;"Elsevier";"1993-2020";"Economics and Econometrics (Q1)"
107;23865;"Journal of Economic Behavior and Organization";journal;"01672681";1,482;Q1;108;377;735;18119;1478;693;1,84;48,06;Netherlands;Western Europe;"Elsevier";"1980-2020";"Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1)"
108;29391;"Energy Journal";journal;"01956574";1,480;Q1;73;60;217;2861;548;209;2,47;47,68;United States;Northern America;"International Association for Energy Economics";"1994-2020";"Economics and Econometrics (Q1); Energy (miscellaneous) (Q1)"
109;22904;"Oxford Review of Economic Policy";journal;"14602121, 0266903X";1,472;Q1;80;25;112;1561;448;111;4,08;62,44;United Kingdom;Western Europe;"Oxford University Press";"1985-2019";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
110;24389;"Journal of Industrial Economics";journal;"14676451, 00221821";1,465;Q1;74;17;90;687;87;86;0,95;40,41;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-1989, 1996-2020";"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)"
